block,street_name,Address,Postal,Latitude,Longitude,mrt_count_500m,schools_within_2km,top25_schools_within_2km,nearby_top25_schools,distance_to_cbd
346,CLEMENTI AVE 5,346 CLEMENTI AVENUE 5 SINGAPORE 120346,120346,1.31701655142406,103.770055178868,0,5,2,"Henry Park Primary School, Nan Hua Primary School",9760.285785291666
431,CLEMENTI AVE 3,431 CLEMENTI AVENUE 3 SINGAPORE 120431,120431,1.31377438724798,103.762535189721,1,4,1,Nan Hua Primary School,10420.400640498754
339,CLEMENTI AVE 5,339 CLEMENTI AVENUE 5 SINGAPORE 120339,120339,1.31966316716168,103.769139839665,0,6,2,"Henry Park Primary School, Nan Hua Primary School",9967.660798593039
515,WEST COAST RD,515 WEST COAST ROAD WEST COAST PRIDE SINGAPORE 120515,120515,1.30838274486859,103.759784091667,0,4,1,Nan Hua Primary School,10541.881012905953
520,WEST COAST RD,520 WEST COAST ROAD WEST COAST PRIDE SINGAPORE 120520,120520,1.30714774352277,103.759628391282,0,4,1,Nan Hua Primary School,10524.373545661509
602,CLEMENTI WEST ST 1,602 CLEMENTI WEST STREET 1 SAINT LUKE'S ELDERCARE CLEMENTI CENTRE SINGAPORE 120602,120602,1.305104400087,103.766311863504,0,4,1,Nan Hua Primary School,9748.527859225873
607,CLEMENTI WEST ST 1,607 CLEMENTI WEST STREET 1 SINGAPORE 120607,120607,1.30423592481834,103.76785339614,0,5,2,"Fairfield Methodist School (Primary), Nan Hua Primary School",9559.178372632712
608,CLEMENTI WEST ST 1,608 CLEMENTI WEST STREET 1 SINGAPORE 120608,120608,1.30434110257324,103.766529796163,0,4,1,Nan Hua Primary School,9704.998880692234
702,WEST COAST RD,702 WEST COAST ROAD SINGAPORE 120702,120702,1.30726692567512,103.761107748856,0,4,1,Nan Hua Primary School,10368.215769699565
703,WEST COAST RD,703 WEST COAST ROAD SINGAPORE 120703,120703,1.30674896245195,103.760633580535,0,4,1,Nan Hua Primary School,10405.213231431084
704,WEST COAST RD,704 WEST COAST ROAD SINGAPORE 120704,120704,1.30634750622019,103.760538027126,0,4,1,Nan Hua Primary School,10404.830108602482
711,CLEMENTI WEST ST 2,711 CLEMENTI WEST STREET 2 SINGAPORE 120711,120711,1.30484423498146,103.76110706384,0,4,1,Nan Hua Primary School,10304.74184284732
705,CLEMENTI WEST ST 2,705 CLEMENTI WEST STREET 2 SINGAPORE 120705,120705,1.30566420848829,103.760650698612,0,4,1,Nan Hua Primary School,10374.862538447762
713,CLEMENTI WEST ST 2,713 CLEMENTI WEST STREET 2 SINGAPORE 120713,120713,1.3041278418713,103.762206285308,0,4,1,Nan Hua Primary School,10167.9548497921
731,CLEMENTI WEST ST 2,731 CLEMENTI WEST STREET 2 SINGAPORE 120731,120731,1.30440046544571,103.762746222568,0,4,1,Nan Hua Primary School,10116.106084912699
728,CLEMENTI WEST ST 2,728 CLEMENTI WEST STREET 2 SINGAPORE 120728,120728,1.30520206759029,103.763833368922,0,4,1,Nan Hua Primary School,10018.800574958243
706,CLEMENTI WEST ST 2,706 CLEMENTI WEST STREET 2 SINGAPORE 120706,120706,1.30676076028652,103.762363136976,0,4,1,Nan Hua Primary School,10219.076830966862
710,CLEMENTI WEST ST 2,710 CLEMENTI WEST STREET 2 SINGAPORE 120710,120710,1.30628911866015,103.76151810816,0,4,1,Nan Hua Primary School,10297.4717063086
610,CLEMENTI WEST ST 1,610 CLEMENTI WEST STREET 1 SINGAPORE 120610,120610,1.30454704525517,103.768773617907,0,5,2,"Fairfield Methodist School (Primary), Nan Hua Primary School",9467.986076827508
113,CLEMENTI ST 13,113 CLEMENTI STREET 13 SUNSET WAY RESIDENCE SINGAPORE 120113,120113,1.32368401078529,103.77013234931,0,7,3,"Henry Park Primary School, Methodist Girls' School (Primary), Nan Hua Primary School",10053.87449060612
412,C'WEALTH AVE WEST,412 COMMONWEALTH AVENUE WEST SINGAPORE 120412,120412,1.31090863920106,103.77066433167,0,6,3,"Fairfield Methodist School (Primary), Henry Park Primary School, Nan Hua Primary School",9462.336161474203
411,C'WEALTH AVE WEST,411 COMMONWEALTH AVENUE WEST SINGAPORE 120411,120411,1.31087920188873,103.769572621889,0,5,2,"Henry Park Primary School, Nan Hua Primary School",9576.588850636394
315,CLEMENTI AVE 4,315 CLEMENTI AVENUE 4 CLEMENTI MEADOWS SINGAPORE 120315,120315,1.31847036567508,103.765419463873,1,4,1,Nan Hua Primary School,10298.737124235924
311,CLEMENTI AVE 4,311 CLEMENTI AVENUE 4 TRIVELIS SINGAPORE 120311,120311,1.31935456047475,103.7651093416,1,5,1,Nan Hua Primary School,10367.508302298256
301,CLEMENTI AVE 4,301 CLEMENTI AVENUE 4 CLEMENTI HAVEN SINGAPORE 120301,120301,1.32217649495476,103.764912144396,0,5,1,Nan Hua Primary School,10510.151403787766
609,CLEMENTI WEST ST 1,609 CLEMENTI WEST STREET 1 SINGAPORE 120609,120609,1.30409242562108,103.765522148085,0,4,1,Nan Hua Primary School,9807.707727669393
729,CLEMENTI WEST ST 2,729 CLEMENTI WEST STREET 2 SINGAPORE 120729,120729,1.30492724290307,103.763519401903,0,4,1,Nan Hua Primary School,10045.658401539862
707,CLEMENTI WEST ST 2,707 CLEMENTI WEST STREET 2 SINGAPORE 120707,120707,1.30628748271347,103.762394965532,0,4,1,Nan Hua Primary School,10202.810060763897
371,CLEMENTI AVE 4,371 CLEMENTI AVENUE 4 SINGAPORE 120371,120371,1.32057465713359,103.768211873157,0,6,2,"Henry Park Primary School, Nan Hua Primary School",10102.680154911423
205,CLEMENTI AVE 6,205 CLEMENTI AVENUE 6 SINGAPORE 120205,120205,1.3210599628039,103.762434749863,0,5,1,Nan Hua Primary School,10714.626406131698
414,C'WEALTH AVE WEST,414 COMMONWEALTH AVENUE WEST SINGAPORE 120414,120414,1.31158107279643,103.771625045985,0,6,3,"Fairfield Methodist School (Primary), Henry Park Primary School, Nan Hua Primary School",9385.079419024583
415,C'WEALTH AVE WEST,415 COMMONWEALTH AVENUE WEST SINGAPORE 120415,120415,1.31098804719696,103.771585053355,0,6,3,"Fairfield Methodist School (Primary), Henry Park Primary School, Nan Hua Primary School",9368.051372136164
413,C'WEALTH AVE WEST,413 COMMONWEALTH AVENUE WEST SINGAPORE 120413,120413,1.31134730442536,103.771097378247,0,6,3,"Fairfield Methodist School (Primary), Henry Park Primary School, Nan Hua Primary School",9432.193865889521
336,CLEMENTI AVE 2,336 CLEMENTI AVENUE 2 SINGAPORE 120336,120336,1.31667943214563,103.769231150532,1,5,2,"Henry Park Primary School, Nan Hua Primary School",9831.412543513268
337,CLEMENTI AVE 2,337 CLEMENTI AVENUE 2 SINGAPORE 120337,120337,1.31605567747075,103.769112678697,1,5,2,"Henry Park Primary School, Nan Hua Primary School",9818.36631151964
717,CLEMENTI WEST ST 2,717 CLEMENTI WEST STREET 2 VISTA 18 SINGAPORE 120717,120717,1.30323440870789,103.762464847394,0,4,1,Nan Hua Primary School,10118.584405136786
723,CLEMENTI WEST ST 2,723 CLEMENTI WEST STREET 2 SINGAPORE 120723,120723,1.30310124001611,103.763413053663,0,4,1,Nan Hua Primary School,10012.419513258712
724,CLEMENTI WEST ST 2,724 CLEMENTI WEST STREET 2 SINGAPORE 120724,120724,1.30360871033936,103.763359143047,0,4,1,Nan Hua Primary School,10030.31336698238
103,CLEMENTI ST 14,103 CLEMENTI STREET 14 SUNSET WAY RESIDENCE SINGAPORE 120103,120103,1.32258854750628,103.769176205799,0,8,3,"Henry Park Primary School, Methodist Girls' School (Primary), Nan Hua Primary School",10097.36664327024
204,CLEMENTI AVE 6,204 CLEMENTI AVENUE 6 SINGAPORE 120204,120204,1.32098588665274,103.763231689844,0,5,1,Nan Hua Primary School,10629.675577936205
201,CLEMENTI AVE 6,201 CLEMENTI AVENUE 6 SINGAPORE 120201,120201,1.32014419030202,103.763253531405,0,5,1,Nan Hua Primary School,10591.693164126773
110,CLEMENTI ST 13,110 CLEMENTI STREET 13 SUNSET WAY RESIDENCE SINGAPORE 120110,120110,1.32284507823139,103.770898772473,0,7,3,"Henry Park Primary School, Methodist Girls' School (Primary), Nan Hua Primary School",9936.55862729465
111,CLEMENTI ST 13,111 CLEMENTI STREET 13 SUNSET WAY RESIDENCE SINGAPORE 120111,120111,1.32321605375506,103.771126100117,0,7,3,"Henry Park Primary School, Methodist Girls' School (Primary), Nan Hua Primary School",9931.772364133365
115,CLEMENTI ST 13,115 CLEMENTI STREET 13 SUNSET WAY RESIDENCE SINGAPORE 120115,120115,1.32354513274251,103.771328752409,0,7,3,"Henry Park Primary School, Methodist Girls' School (Primary), Nan Hua Primary School",9927.622457564723
116,CLEMENTI ST 13,116 CLEMENTI STREET 13 SUNSET WAY RESIDENCE SINGAPORE 120116,120116,1.32411253933745,103.771925036203,0,7,3,"Henry Park Primary School, Methodist Girls' School (Primary), Nan Hua Primary School",9896.375230959626
63,CIRCUIT RD,63 CIRCUIT ROAD SINGAPORE 370063,370063,1.32653264801057,103.886633644182,3,7,2,"Kong Hwa School, Maris Stella High School",6125.9189702407775
62,CIRCUIT RD,62 CIRCUIT ROAD SINGAPORE 370062,370062,1.326222259788,103.887117045252,3,7,2,"Kong Hwa School, Maris Stella High School",6133.982840861144
81,MACPHERSON LANE,81 MACPHERSON LANE MACPHERSON VIEW SINGAPORE 360081,360081,1.33216938209876,103.886296676732,1,6,1,Maris Stella High School,6598.423874328885
40,CIRCUIT RD,40 CIRCUIT ROAD SINGAPORE 370040,370040,1.32767695905654,103.886264654446,3,7,2,"Kong Hwa School, Maris Stella High School",6198.705239793001
1,JLN PASAR BARU,1 JALAN KUKOH HAWKER CENTRE (BLK 1 JALAN KUKOH) SINGAPORE 161001,161001,1.2882310152805,103.839934168065,0,5,0,,1359.8903613495706
2,GEYLANG SERAI,2 GEYLANG SERAI SRI GEYLANG SERAI SINGAPORE 402002,402002,1.3171804402937,103.89833997582,0,8,1,Kong Hwa School,6377.476297952601
16,EUNOS CRES,16 EUNOS CRESCENT SINGAPORE 400016,400016,1.32299431214867,103.904449779612,1,7,0,,7306.391751421401
18,EUNOS CRES,18 EUNOS CRESCENT SINGAPORE 400018,400018,1.32374151802981,103.904360289416,1,6,0,,7347.879524244346
19,EUNOS CRES,19 EUNOS CRESCENT EUNOS CRESCENT VIEW SINGAPORE 400019,400019,1.32427583956643,103.903205459225,0,6,0,,7281.812517423281
24,EUNOS CRES,24 EUNOS CRESCENT SINGAPORE 400024,400024,1.32377995139071,103.902330351336,1,6,0,,7171.1709992603655
20,EUNOS CRES,20 EUNOS CRESCENT EUNOS CRESCENT VIEW SINGAPORE 400020,400020,1.32465648439267,103.903243112164,0,6,0,,7311.134151889261
21,EUNOS CRES,21 EUNOS CRESCENT EUNOS CRESCENT VIEW SINGAPORE 400021,400021,1.32503135532498,103.903282423724,0,6,0,,7340.331955923342
59,SIMS DR,61 SIMS DRIVE HDB SIMS DRIVE BRANCH SINGAPORE 380061,380061,1.31677222806622,103.878780793591,1,5,1,Kong Hwa School,4733.294944809729
45,SIMS DR,45 SIMS DRIVE SIMS VISTA SINGAPORE 380045,380045,1.31733721505469,103.878442674183,0,6,1,Kong Hwa School,4757.858223036085
87,CIRCUIT RD,87 CIRCUIT ROAD SINGAPORE 370087,370087,1.32323310533889,103.885604601672,1,6,1,Kong Hwa School,5772.3315211089175
85,CIRCUIT RD,85 CIRCUIT ROAD SINGAPORE 370085,370085,1.32265241052434,103.885755259463,0,6,1,Kong Hwa School,5734.966570353774
98,ALJUNIED CRES,98 ALJUNIED CRESCENT SINGAPORE 380098,380098,1.32086525583011,103.885697365861,0,6,1,Kong Hwa School,5583.695790946229
41,SIMS DR,41 SIMS DRIVE SIMS VISTA SINGAPORE 380041,380041,1.31685532892182,103.875551269808,0,6,1,Kong Hwa School,4518.756592365309
128,GEYLANG EAST AVE 1,128 GEYLANG EAST AVENUE 1 GEYLANG EAST GROVE SINGAPORE 380128,380128,1.31830919498771,103.887754005604,1,7,1,Kong Hwa School,5543.3722141260405
58,DAKOTA CRES,58 DAKOTA CRESCENT SINGAPORE 390058,390058,1.30730729862781,103.889390130934,1,4,1,Kong Hwa School,4942.313810448665
102,ALJUNIED CRES,102 ALJUNIED CRESCENT SINGAPORE 380102,380102,1.3204390302197,103.882420433245,1,6,1,Kong Hwa School,5305.863735516265
99,ALJUNIED CRES,99 ALJUNIED CRESCENT SINGAPORE 380099,380099,1.32138118291427,103.884306283099,0,5,1,Kong Hwa School,5522.350357685118
106,ALJUNIED CRES,106 ALJUNIED CRESCENT SINGAPORE 380106,380106,1.31905494962151,103.882900918125,1,6,1,Kong Hwa School,5225.281295955255
112,ALJUNIED CRES,112 ALJUNIED CRESCENT SINGAPORE 380112,380112,1.32041804730607,103.885098713079,0,5,1,Kong Hwa School,5501.966915956897
108,ALJUNIED CRES,108 ALJUNIED CRESCENT SINGAPORE 380108,380108,1.31917515239477,103.885321594343,1,4,1,Kong Hwa School,5418.600479002569
12,PINE CL,12 PINE CLOSE SINGAPORE 391012,391012,1.30847854465222,103.882287785645,1,5,1,Kong Hwa School,4367.999275288262
22,HAIG RD,22 HAIG ROAD HAIG VISTA SINGAPORE 430022,430022,1.31379131490541,103.89522868303,0,9,1,Kong Hwa School,5878.639355830809
65,CIRCUIT RD,65 CIRCUIT ROAD SINGAPORE 370065,370065,1.32740031002016,103.887203611284,3,7,2,"Kong Hwa School, Maris Stella High School",6240.643148527976
34,CIRCUIT RD,34 CIRCUIT ROAD SINGAPORE 370034,370034,1.32904361761824,103.887438053241,2,7,2,"Kong Hwa School, Maris Stella High School",6398.855912266681
23,BALAM RD,23 BALAM ROAD BALAM GARDENS SINGAPORE 370023,370023,1.33097096666446,103.886540431592,0,6,1,Maris Stella High School,6507.211768473165
21,BALAM RD,21 BALAM ROAD BALAM GARDENS SINGAPORE 370021,370021,1.33119721401346,103.886976681713,1,6,1,Maris Stella High School,6556.458964468285
93,JLN DUA,93 JALAN DUA SINGAPORE 390093,390093,1.30868190843585,103.887123739313,1,6,1,Kong Hwa School,4814.191505260718
61,CIRCUIT RD,61 CIRCUIT ROAD SINGAPORE 370061,370061,1.32573742833728,103.887054329523,3,7,2,"Kong Hwa School, Maris Stella High School",6088.408867869536
67,CIRCUIT RD,67 CIRCUIT ROAD SINGAPORE 370067,370067,1.32584857614009,103.887926514332,2,8,2,"Kong Hwa School, Maris Stella High School",6161.169116564214
57,CIRCUIT RD,57 CIRCUIT ROAD SINGAPORE 370057,370057,1.32472311721669,103.886685702383,3,7,2,"Kong Hwa School, Maris Stella High School",5976.209270101456
58,CIRCUIT RD,58 CIRCUIT ROAD MACPHERSON GARDEN SINGAPORE 370058,370058,1.32501466214245,103.886455988464,3,7,2,"Kong Hwa School, Maris Stella High School",5984.100127128604
47,CIRCUIT RD,47 CIRCUIT ROAD MACPHERSON GARDEN SINGAPORE 370047,370047,1.32577527145564,103.885703636114,2,7,2,"Kong Hwa School, Maris Stella High School",5995.153927019198
48,CIRCUIT RD,48 CIRCUIT ROAD MACPHERSON GARDEN SINGAPORE 370048,370048,1.32541032458901,103.88565098487,2,7,2,"Kong Hwa School, Maris Stella High School",5960.127122647728
49,CIRCUIT RD,49 CIRCUIT ROAD MACPHERSON GARDEN SINGAPORE 370049,370049,1.32513240286821,103.885610754075,2,7,2,"Kong Hwa School, Maris Stella High School",5933.494553021765
39,CIRCUIT RD,39 CIRCUIT ROAD SINGAPORE 370039,370039,1.32742994958168,103.885681564016,2,7,2,"Kong Hwa School, Maris Stella High School",6136.876628258479
44,CIRCUIT RD,44 CIRCUIT ROAD SINGAPORE 370044,370044,1.32665458025622,103.886118963317,3,7,2,"Kong Hwa School, Maris Stella High School",6100.060307568609
46,CIRCUIT RD,46 CIRCUIT ROAD MACPHERSON GARDEN SINGAPORE 370046,370046,1.32615469503568,103.886047023988,3,7,2,"Kong Hwa School, Maris Stella High School",6051.986591095513
38,CIRCUIT RD,38 CIRCUIT ROAD SINGAPORE 370038,370038,1.3279573571198,103.886080437213,3,7,2,"Kong Hwa School, Maris Stella High School",6210.381187772839
36,CIRCUIT RD,36 CIRCUIT ROAD SINGAPORE 370036,370036,1.32902607919001,103.88693079734,3,7,2,"Kong Hwa School, Maris Stella High School",6362.229162129929
127,GEYLANG EAST AVE 1,127 GEYLANG EAST AVENUE 1 GEYLANG EAST GROVE SINGAPORE 380127,380127,1.31772915006821,103.887759947867,1,7,1,Kong Hwa School,5499.831911080899
9,EUNOS CRES,9 EUNOS CRESCENT SINGAPORE 400009,400009,1.32179869884385,103.902774741744,1,8,0,,7077.615921361508
35,CIRCUIT RD,35 CIRCUIT ROAD SINGAPORE 370035,370035,1.32915899694507,103.886010316123,1,7,2,"Kong Hwa School, Maris Stella High School",6311.037310281748
6,HAIG RD,6 HAIG ROAD HAIG VIEW SINGAPORE 430006,430006,1.31317618810987,103.897214949603,0,8,2,"Kong Hwa School, Tao Nan School",6025.73112375479
123,GEYLANG EAST CTRL,123 GEYLANG EAST CENTRAL SINGAPORE 380123,380123,1.31817735130958,103.885425829984,1,4,1,Kong Hwa School,5347.532513269886
23,HAIG RD,23 HAIG ROAD HAIG VISTA SINGAPORE 430023,430023,1.31354196455528,103.895481765493,0,8,1,Kong Hwa School,5886.496390009567
60,DAKOTA CRES,60 DAKOTA CRESCENT SINGAPORE 390060,390060,1.30728534060674,103.888505580319,1,4,1,Kong Hwa School,4857.390627796111
417,EUNOS RD 5,417 EUNOS ROAD 5 SINGAPORE 400417,400417,1.31807285075693,103.897087501294,1,9,1,Kong Hwa School,6322.940803285837
411,EUNOS RD 5,411 EUNOS ROAD 5 SINGAPORE 400411,400411,1.31859419589813,103.899680218483,1,9,1,Kong Hwa School,6589.97024230814
62,DAKOTA CRES,62 DAKOTA CRESCENT SINGAPORE 390062,390062,1.3076509314131,103.889069356653,1,4,1,Kong Hwa School,4932.082843719157
13,EUNOS CRES,13 EUNOS CRESCENT SINGAPORE 400013,400013,1.32268661939564,103.903500926144,1,8,0,,7201.190908409231
2,HOUGANG AVE 3,2 HOUGANG AVENUE 3 SINGAPORE 530002,530002,1.36313720753256,103.893184540903,0,7,0,,9935.04984727903
1,HOUGANG AVE 3,1 HOUGANG AVENUE 3 SINGAPORE 530001,530001,1.36413097349222,103.89300132385,0,7,0,,10023.499716180511
304,HOUGANG AVE 5,304 HOUGANG AVENUE 5 SINGAPORE 530304,530304,1.36778671687043,103.895530258805,0,9,0,,10513.993166140646
303,HOUGANG AVE 5,303 HOUGANG AVENUE 5 SINGAPORE 530303,530303,1.36797082875069,103.894712852589,1,9,0,,10490.14944888753
17,HOUGANG AVE 3,17 HOUGANG AVENUE 3 HOUGANG VIEW SINGAPORE 530017,530017,1.36343443196468,103.890977580317,0,8,0,,9852.470198214192
20,HOUGANG AVE 3,20 HOUGANG AVENUE 3 HOUGANG VIEW SINGAPORE 530020,530020,1.36383191186374,103.890737667635,0,8,0,,9880.234289750537
21,HOUGANG AVE 3,21 HOUGANG AVENUE 3 HOUGANG VIEW SINGAPORE 530021,530021,1.36424598368903,103.89147765714,0,8,0,,9958.0352596905
24,HOUGANG AVE 3,24 HOUGANG AVENUE 3 SINGAPORE 530024,530024,1.36551226123746,103.892085472745,0,9,0,,10114.19220627536
115,HOUGANG AVE 1,115 HOUGANG AVENUE 1 SINGAPORE 530115,530115,1.35276525799641,103.887876084862,0,4,1,Maris Stella High School,8639.66259423188
124,HOUGANG AVE 1,124 HOUGANG AVENUE 1 SINGAPORE 530124,530124,1.35289261537459,103.886655349716,0,4,1,Maris Stella High School,8589.514448194832
125,HOUGANG AVE 1,125 HOUGANG AVENUE 1 SINGAPORE 530125,530125,1.35240984227777,103.886491570367,0,4,1,Maris Stella High School,8533.436248677654
113,HOUGANG AVE 1,113 HOUGANG AVENUE 1 SINGAPORE 530113,530113,1.35356905255693,103.888705665044,0,3,1,Maris Stella High School,8761.923545663212
114,HOUGANG AVE 1,114 HOUGANG AVENUE 1 SINGAPORE 530114,530114,1.35290845840879,103.888972338303,0,3,1,Maris Stella High School,8711.411342493057
109,HOUGANG AVE 1,109 HOUGANG AVENUE 1 SINGAPORE 530109,530109,1.35532858945575,103.889376316331,0,3,0,,8969.620362237582
110,HOUGANG AVE 1,110 HOUGANG AVENUE 1 SINGAPORE 530110,530110,1.35480542424831,103.889614585265,0,3,0,,8930.86324175859
319,HOUGANG AVE 5,319 HOUGANG AVENUE 5 SINGAPORE 530319,530319,1.36572843966135,103.896620216828,0,7,0,,10370.158855735895
318,HOUGANG AVE 5,318 HOUGANG AVENUE 5 SINGAPORE 530318,530318,1.36566360773212,103.896194709398,0,7,0,,10341.02016314717
308,HOUGANG AVE 5,308 HOUGANG AVENUE 5 SINGAPORE 530308,530308,1.36680910838232,103.895756047165,0,8,0,,10429.76299583055
327,HOUGANG AVE 5,327 HOUGANG AVENUE 5 SINGAPORE 530327,530327,1.36830683201861,103.895987624672,0,9,0,,10588.871712338776
244,HOUGANG ST 22,244 HOUGANG STREET 22 HOUGANG HEIGHTS SINGAPORE 530244,530244,1.35807253232842,103.891946844004,0,5,0,,9373.862095246961
252,HOUGANG AVE 3,252 HOUGANG AVENUE 3 SINGAPORE 530252,530252,1.36016521545473,103.892711655243,0,5,0,,9618.872232540352
248,HOUGANG AVE 3,248 HOUGANG AVENUE 3 SINGAPORE 530248,530248,1.35937034964577,103.892587549209,0,5,0,,9534.64949665977
410,HOUGANG AVE 10,410 HOUGANG AVENUE 10 SINGAPORE 530410,530410,1.37388589154893,103.894681773728,1,11,0,,11077.306621480006
15,HOUGANG AVE 3,15 HOUGANG AVENUE 3 HOUGANG VIEW SINGAPORE 530015,530015,1.3626577042511,103.891921506467,0,7,0,,9822.846875323177
239,HOUGANG ST 22,239 HOUGANG STREET 22 HOUGANG HEIGHTS SINGAPORE 530239,530239,1.35597309080357,103.890478116124,0,4,0,,9090.743911820386
142,LOR AH SOO,142 LORONG AH SOO SINGAPORE 530142,530142,1.35302664004115,103.882887594334,0,6,1,Maris Stella High School,8420.54611958852
135,LOR AH SOO,135 LORONG AH SOO SINGAPORE 530135,530135,1.34975825362257,103.886810075583,0,3,1,Maris Stella High School,8288.915610357382
137,LOR AH SOO,137 LORONG AH SOO SINGAPORE 530137,530137,1.34905321621757,103.88664017294,0,4,1,Maris Stella High School,8210.961867094236
309,HOUGANG AVE 5,309 HOUGANG AVENUE 5 SINGAPORE 530309,530309,1.36620554681345,103.895152424666,0,8,0,,10338.956094248213
154,HOUGANG ST 11,154 HOUGANG STREET 11 SINGAPORE 530154,530154,1.3522029527063,103.880173191904,0,7,1,Maris Stella High School,8215.413620496398
341,HOUGANG AVE 7,341 HOUGANG AVENUE 7 SINGAPORE 530341,530341,1.37044549024151,103.898588733978,0,8,0,,10935.222944833016
352,HOUGANG AVE 7,352 HOUGANG AVENUE 7 SINGAPORE 530352,530352,1.37210569373169,103.899099276298,0,10,0,,11124.518979153567
310,HOUGANG AVE 5,310 HOUGANG AVENUE 5 SINGAPORE 530310,530310,1.36632810370351,103.896213964527,0,7,0,,10406.88637546756
320,HOUGANG AVE 5,320 HOUGANG AVENUE 5 SINGAPORE 530320,530320,1.36626989576509,103.898029449551,0,7,0,,10499.2375880732
251,HOUGANG AVE 3,251 HOUGANG AVENUE 3 SINGAPORE 530251,530251,1.35995683095297,103.89162926387,0,5,0,,9541.606368097793
339,HOUGANG AVE 7,339 HOUGANG AVENUE 7 SINGAPORE 530339,530339,1.37002545723867,103.89857229481,0,8,0,,10893.371846173966
302,HOUGANG AVE 5,302 HOUGANG AVENUE 5 SINGAPORE 530302,530302,1.36851824459992,103.894583868849,1,9,0,,10537.753388974848
138,LOR AH SOO,138 LORONG AH SOO SINGAPORE 530138,530138,1.35162442643015,103.884447871485,0,5,1,Maris Stella High School,8353.617308419049
140,LOR AH SOO,140 LORONG AH SOO SINGAPORE 530140,530140,1.35252644338434,103.883738329606,0,5,1,Maris Stella High School,8409.890322144458
234,HOUGANG AVE 1,234 HOUGANG AVENUE 1 SINGAPORE 530234,530234,1.35819557447623,103.888783549259,1,6,0,,9222.394185031808
231,HOUGANG ST 21,231 HOUGANG STREET 21 SINGAPORE 530231,530231,1.35813059742215,103.887899973852,1,6,0,,9172.137565890795
133,LOR AH SOO,133 LORONG AH SOO SINGAPORE 530133,530133,1.35076271020557,103.887548072787,0,3,1,Maris Stella High School,8426.173249531517
16,HOUGANG AVE 3,16 HOUGANG AVENUE 3 HOUGANG VIEW SINGAPORE 530016,530016,1.36282221723956,103.891046555478,0,7,0,,9795.027562917485
237,HOUGANG ST 21,237 HOUGANG STREET 21 SINGAPORE 530237,530237,1.35662141874805,103.888857749393,0,5,0,,9070.194311865976
128,LOR AH SOO,128 LORONG AH SOO SINGAPORE 530128,530128,1.35172355247142,103.886487164914,0,4,1,Maris Stella High School,8465.38219391066
132,LOR AH SOO,132 LORONG AH SOO SINGAPORE 530132,530132,1.35085299679097,103.88632991316,0,4,1,Maris Stella High School,8371.439933464175
141,LOR AH SOO,141 LORONG AH SOO SINGAPORE 530141,530141,1.35309014318502,103.883960577847,0,6,1,Maris Stella High School,8477.121326638946
3,TEBAN GDNS RD,417 TEBAN GARDENS ROAD TEBAN BREEZE SINGAPORE 600417,600417,1.32221816738912,103.745058666424,0,3,1,Nan Hua Primary School,12563.469397123927
5,TEBAN GDNS RD,417 TEBAN GARDENS ROAD TEBAN BREEZE SINGAPORE 600417,600417,1.32221816738912,103.745058666424,0,3,1,Nan Hua Primary School,12563.469397123927
10,TEBAN GDNS RD,417 TEBAN GARDENS ROAD TEBAN BREEZE SINGAPORE 600417,600417,1.32221816738912,103.745058666424,0,3,1,Nan Hua Primary School,12563.469397123927
21,TEBAN GDNS RD,21 TEBAN GARDENS ROAD TEBAN VISTA SINGAPORE 600021,600021,1.32368064923943,103.739156156511,0,1,0,,13236.21107963801
33,TEBAN GDNS RD,33 TEBAN GARDENS ROAD SINGAPORE 600033,600033,1.32030252805209,103.74184852426,0,2,0,,12831.637177778453
40,TEBAN GDNS RD,40 TEBAN GARDENS ROAD SINGAPORE 600040,600040,1.32135037743685,103.742031144918,0,2,0,,12849.417032367988
329,JURONG EAST AVE 1,329 JURONG EAST AVENUE 1 SINGAPORE 600329,600329,1.35013988623409,103.729936587391,0,8,1,Rulang Primary School,15374.418564514184
308,JURONG EAST ST 32,308 JURONG EAST STREET 32 HONG KAH EAST PLACE SINGAPORE 600308,600308,1.34730790760381,103.734583963199,0,6,1,Rulang Primary School,14770.16614242739
101,JURONG EAST ST 13,101 JURONG EAST STREET 13 JURONG EAST VILLE SINGAPORE 600101,600101,1.33701100762294,103.738787314099,0,5,0,,13836.834479157751
302,JURONG EAST ST 32,302 JURONG EAST STREET 32 HONG KAH EAST GARDEN SINGAPORE 600302,600302,1.34465302453655,103.734485227961,1,6,1,Rulang Primary School,14641.804698517724
233,JURONG EAST ST 21,233 JURONG EAST STREET 21 SINGAPORE 600233,600233,1.34037462134713,103.740936554727,0,6,0,,13786.537423911184
110,JURONG EAST ST 13,110 JURONG EAST STREET 13 HAPPY TALENT CHILDCARE CENTRE PTE. LTD. SINGAPORE 600110,600110,1.33887088246403,103.736218506114,0,5,0,,14183.366636209525
247,JURONG EAST ST 24,247 JURONG EAST STREET 24 SINGAPORE 600247,600247,1.34202424550408,103.739009746539,0,5,0,,14060.791165870287
244,JURONG EAST ST 24,244 JURONG EAST STREET 24 SINGAPORE 600244,600244,1.34263187196449,103.742133807093,0,8,0,,13784.721120056747
242,JURONG EAST ST 24,242 JURONG EAST STREET 24 SINGAPORE 600242,600242,1.34190350538593,103.74279685963,0,7,0,,13681.56498102977
243,JURONG EAST ST 24,243 JURONG EAST STREET 24 SINGAPORE 600243,600243,1.34206406490644,103.743306656115,0,8,0,,13639.97908344797
